t,y,x,u,u_pred,psi_x_pred,psi_xx_pred,psi_y_pred,psi_yy_pred,w_pred,u_in_ns_pred,v_pred,w_t_pred,w_x_pred,w_xx_pred,w_y_pred,w_yy_pred,v,u_true,v_true
1,-1.67347,1.42424,0.99096,-1.2327864,-0.07468096,-0.12695059,1.3107945,0.4096658,-0.2827152,1.3107945,0.075758554,-0.074222594,0.06093021,0.20067084,1.1443579,3.145805,0.03034,1.14694,0.07882
1,-1.67347,1.49495,1.12442,-1.2384126,-0.08328983,-0.11639281,1.300486,0.394312,-0.27791917,1.300486,0.08323404,-0.09198554,0.07453184,0.18364598,1.1165822,3.0216777,0.08227,1.13824,0.08656
1,-1.67347,1.56566,1.10024,-1.2445382,-0.09111941,-0.10491469,1.2892371,0.37712005,-0.27220535,1.2892371,0.08990239,-0.10824032,0.086852014,0.16452654,1.0891215,2.8878086,0.08459,1.12886,0.09348
1,-1.67347,1.63636,1.02863,-1.2511051,-0.098105006,-0.09255956,1.2771404,0.35823026,-0.26567072,1.2771404,0.095717244,-0.12288043,0.09776328,0.14394979,1.0620923,2.7456326,0.07145,1.11875,0.09946
1,-1.67347,1.70707,1.11253,-1.2580526,-0.104188584,-0.079373665,1.2642893,0.33778915,-0.2584155,1.2642893,0.10063623,-0.13584827,0.10718851,0.122553594,1.0355438,2.596478,0.10605,1.10803,0.10465
1,-1.67347,1.77778,0.76311,-1.2653152,-0.1093119,-0.06541697,1.2507863,0.31596506,-0.2505481,1.2507863,0.10461817,-0.14712021,0.11509035,0.10096812,1.0094897,2.4416766,0.00495,1.09689,0.10869
1,-1.67347,1.84848,1.02858,-1.2728236,-0.11342292,-0.050761454,1.2367378,0.29293776,-0.2421763,1.2367378,0.10762441,-0.1567122,0.12147588,0.07978274,0.98389673,2.2824883,0.09406,1.08529,0.11169
1,-1.67347,1.91919,1.17962,-1.2805105,-0.116475396,-0.035483755,1.2222484,0.2688882,-0.23340446,1.2222484,0.10962164,-0.16467828,0.12639412,0.059518218,0.95868254,2.120024,0.14642,1.07349,0.11344
1,-1.67347,1.9899,1.24239,-1.2883023,-0.11842861,-0.019680602,1.2074324,0.24401538,-0.22433478,1.2074324,0.11057826,-0.1710983,0.12992562,0.04063027,0.9337469,1.9553858,0.17033,1.0615,0.1141
1,-1.67347,2.06061,0.9448,-1.2961231,-0.11924873,-0.003460104,1.1924038,0.2185209,-0.21506079,1.1924038,0.11046746,-0.17607877,0.13218126,0.023489345,0.90896195,1.7895705,0.08102,1.0495,0.11356
1,-1.67347,2.13131,0.83626,-1.3038976,-0.11891092,0.013053412,1.1772838,0.19261645,-0.20566987,1.1772838,0.10926751,-0.17974567,0.13329525,0.008382801,0.88419014,1.6235275,0.04919,1.03754,0.11175
1,-1.67347,2.20202,1.04807,-1.311549,-0.11739907,0.029729132,1.1621885,0.16650568,-0.1962348,1.1621885,0.10696093,-0.18224157,0.1334193,-0.004489201,0.8592804,1.4580749,0.11574,1.0258,0.10882
1,-1.67347,2.27273,0.93671,-1.3189975,-0.114706405,0.046415806,1.1472435,0.1404054,-0.1868212,1.1472435,0.10353672,-0.1837173,0.1327163,-0.014992525,0.8340982,1.2940505,0.08058,1.01437,0.10472
1,-1.67347,2.34343,1.04251,-1.3261636,-0.11083902,0.062950194,1.1325746,0.11453255,-0.17748275,1.1325746,0.09899136,-0.18433,0.13135673,-0.02305495,0.80852723,1.1322626,0.11161,1.00341,0.09946
1,-1.67347,2.41414,0.96279,-1.3329694,-0.10581209,0.07916518,1.1183035,0.08909224,-0.16825742,1.1183035,0.09332761,-0.18423945,0.12951416,-0.028654544,0.7824661,0.97343403,0.0837,0.99297,0.09308
1,-1.67347,2.48485,1.09569,-1.3393363,-0.09965539,0.09487776,1.1045594,0.06429649,-0.15917425,1.1045594,0.08655815,-0.18360354,0.12736242,-0.031798933,0.7558655,0.8183623,0.12063,0.98316,0.08565
1,-1.67347,2.55556,1.06501,-1.3451854,-0.092410736,0.10990006,1.0914671,0.040349018,-0.15024908,1.0914671,0.078705706,-0.18257692,0.1250742,-0.03251824,0.7287191,0.667842,0.10554,0.97414,0.07729
1,-1.67347,2.62626,0.39606,-1.3504415,-0.08413525,0.12403677,1.0791557,0.017449928,-0.14148669,1.0791557,0.06980574,-0.1813093,0.12282009,-0.030855833,0.70108384,0.5227243,-0.10916,0.96591,0.06796
1,-1.67347,2.69697,0.93322,-1.3550327,-0.074895866,0.13709669,1.0677435,-0.004220086,-0.1328766,1.0677435,0.059902776,-0.1799427,0.12076599,-0.02686173,0.6730706,0.3838444,0.04984,0.95863,0.05774
1,-1.67347,2.76768,1.07392,-1.3588904,-0.064777374,0.14888202,1.0573517,-0.02448277,-0.124399245,1.0573517,0.049058937,-0.17861146,0.119074814,-0.020596905,0.6448737,0.25214842,0.08458,0.9523,0.04678
1,-1.67347,2.83838,1.01529,-1.3619498,-0.05387728,0.15919901,1.0480968,-0.04317361,-0.1160254,1.0480968,0.037352365,-0.17744102,0.11790514,-0.012136129,0.6167622,0.12862682,0.05624,0.94712,0.03505
1,-1.67347,2.90909,0.99743,-1.3641546,-0.042303585,0.16786431,1.0400845,-0.060153756,-0.107710555,1.0400845,0.024873514,-0.17654614,0.11740827,-0.00157427,0.58907,0.014252922,0.03957,0.94311,0.02269
1,-1.67347,2.9798,1.06811,-1.3654522,-0.030181002,0.1746985,1.0334148,-0.07529594,-0.09940256,1.0334148,0.011734672,-0.17603019,0.11772879,0.010952062,0.56221426,-0.08993238,0.04952,0.94036,0.00981
1,-1.67347,3.05051,0.98654,-1.3658007,-0.017645003,0.17953658,1.0281782,-0.088497676,-0.091038905,1.0281782,-0.001934104,-0.17598264,0.11899908,0.025256488,0.53667253,-0.18292347,0.0113,0.93891,-0.0035
1,-1.67347,3.12121,0.75285,-1.3651699,-0.004843644,0.1822298,1.0244509,-0.099680476,-0.082549326,1.0244509,-0.015981615,-0.17647691,0.12133586,0.041083112,0.5129794,-0.26375738,-0.07492,0.93876,-0.01714
1,-1.67347,3.19192,0.64425,-1.3635359,0.00807084,0.18265009,1.0222955,-0.108796716,-0.07385337,1.0222955,-0.030243617,-0.17756829,0.124836884,0.058100797,0.4916956,-0.3316054,-0.12295,0.9402,-0.03097
1,-1.67347,3.26263,1.13156,-1.3608917,0.020931095,0.18069118,1.0217566,-0.11582501,-0.06486617,1.0217566,-0.04453173,-0.17928845,0.12957063,0.075877406,0.47341123,-0.38575462,0.01371,0.94317,-0.04484
1,-1.67347,3.33333,1.13154,-1.3572435,0.03356421,0.1762761,1.0228616,-0.120775126,-0.055500977,1.0228616,-0.058639225,-0.18164349,0.13557214,0.09387948,0.4587068,-0.42570287,-0.00143,0.94756,-0.05861
1,-1.67347,3.40404,1.01204,-1.3526094,0.045798976,0.1693563,1.0256165,-0.123691395,-0.045664907,1.0256165,-0.072351485,-0.1846093,0.1428369,0.11147752,0.44812667,-0.45121768,-0.05401,0.9536,-0.07217
1,-1.67347,3.47475,1.1902,-1.3470261,0.057455555,0.15991955,1.0300059,-0.12464729,-0.035272256,1.0300059,-0.08543499,-0.188127,0.15131046,0.12793462,0.4421636,-0.4623428,-0.01411,0.96123,-0.08527
1,-1.67347,3.54545,1.01312,-1.3405483,0.06835462,0.14799173,1.0359892,-0.12374938,-0.024242349,1.0359892,-0.09764913,-0.1920987,0.1608819,0.14242843,0.4412203,-0.45946392,-0.08441,0.97042,-0.09768
1,-1.67347,3.61616,0.84488,-1.3332431,0.07832553,0.1336337,1.0435036,-0.12113364,-0.012500063,1.0435036,-0.108754985,-0.196387,0.17138447,0.15407829,0.44558933,-0.44331372,-0.1516,0.98113,-0.10925
1,-1.67347,3.68687,0.90282,-1.3251996,0.08719809,0.11695247,1.0524607,-0.11696379,1.13E-05,1.0524607,-0.11851221,-0.2008094,0.18258278,0.16196327,0.4554277,-0.4149807,-0.14787,0.99334,-0.11973
1,-1.67347,3.75758,1.01721,-1.3165207,0.0948135,0.098095894,1.0627493,-0.11142628,0.013330385,1.0627493,-0.12669183,-0.2051412,0.19417883,0.16517133,0.47073853,-0.3758913,-0.12569,1.00692,-0.12889
1,-1.67347,3.82828,0.86985,-1.3073264,0.10102294,0.07725779,1.0742306,-0.10472877,0.027470984,1.0742306,-0.13308197,-0.20911504,0.20580891,0.16284508,0.49135396,-0.3277848,-0.18369,1.02172,-0.13649
1,-1.67347,3.89899,0.82904,-1.297748,0.10569688,0.054664392,1.0867524,-0.09708948,0.042425085,1.0867524,-0.13749836,-0.21242942,0.21705842,0.15423584,0.51694256,-0.27262878,-0.20717,1.03765,-0.14233
1,-1.67347,3.9697,0.85843,-1.2879317,0.108719036,0.030590313,1.1001366,-0.08873747,0.058147162,1.1001366,-0.13978663,-0.21475095,0.22745916,0.13875982,0.54699177,-0.21259013,-0.20707,1.05451,-0.14612
1,-1.67347,4.0404,0.97652,-1.2780341,0.10999523,0.005347321,1.1141871,-0.07990536,0.07455804,1.1141871,-0.13983425,-0.21572845,0.23651004,0.11605818,0.58082235,-0.14993834,-0.17746,1.07214,-0.14774
1,-1.67347,4.11111,1.25483,-1.2682123,0.10945545,-0.020731688,1.1287037,-0.07081685,0.09154854,1.1287037,-0.13757356,-0.21500584,0.24369799,0.08603304,0.61762494,-0.08691901,-0.09591,1.09027,-0.14706
1,-1.67347,4.18182,1.19669,-1.2586334,0.107052706,-0.04727638,1.1434668,-0.061689343,0.108965725,1.1434668,-0.13298745,-0.21223585,0.24850948,0.048906617,0.6564523,-0.025717122,-0.1164,1.10876,-0.14373
1,-1.67347,4.25253,1.42753,-1.2494593,0.10276767,-0.07390113,1.1582568,-0.052723795,0.12662493,1.1582568,-0.12611201,-0.2070987,0.25045976,0.005231937,0.6962734,0.031669065,-0.04459,1.1272,-0.13794
1,-1.67347,4.32323,1.05376,-1.2408514,0.096609905,-0.10020389,1.1728492,-0.0441018,0.14430569,1.1728492,-0.117036775,-0.19932203,0.24911635,-0.04409117,0.7359936,0.083492525,-0.15797,1.14528,-0.12952
1,-1.67347,4.39394,0.9888,-1.232958,0.0886144,-0.12579004,1.1870296,-0.035976533,0.16176657,1.1870296,-0.105899245,-0.18869102,0.24411939,-0.0978618,0.7745194,0.12835184,-0.17271,1.16294,-0.11858
1,-1.67347,4.46465,1.44461,-1.225919,0.0788469,-0.15025961,1.2005848,-0.028477095,0.17873672,1.2005848,-0.0928864,-0.17507379,0.23520693,-0.15457459,0.81076497,0.16519521,-0.02234,1.17925,-0.10482
1,-1.67347,4.53535,1.32603,-1.2198614,0.06740214,-0.17322719,1.2133142,-0.021704001,0.1949312,1.2133142,-0.07822567,-0.15843096,0.22223288,-0.212499,0.84370613,0.19336797,-0.04815,1.19459,-0.089
1,-1.67347,4.60606,0.76424,-1.21489,0.054394156,-0.1943409,1.2250357,-0.01572502,0.21006592,1.2250357,-0.062169813,-0.1388159,0.20517182,-0.26978305,0.8724299,0.21262528,-0.20921,1.20793,-0.0713
1,-1.67347,4.67677,0.98168,-1.2110955,0.039969552,-0.21327129,1.2355837,-0.010582068,0.22385336,1.2355837,-0.04500018,-0.11639466,0.18414065,-0.32449535,0.8961393,0.22308484,-0.12558,1.21894,-0.05184
1,-1.67347,4.74747,1.1684,-1.2085458,0.024294443,-0.22972918,1.2448125,-0.006288921,0.23601809,1.2448125,-0.027010491,-0.091437005,0.15939106,-0.3747422,0.91419154,0.22521015,-0.04967,1.22772,-0.03123
1,-1.67347,4.81818,1.39476,-1.2072886,0.007547317,-0.24347979,1.2526032,-0.002833306,0.2463131,1.2526032,-0.008489055,-0.06429937,0.13129431,-0.41879067,0.9261209,0.2197454,0.04023,1.23371,-0.00983
1,-1.67347,4.88889,1.60332,-1.2073512,-0.010070327,-0.2543335,1.2588578,-0.000184883,0.2545184,1.2588578,0.010274879,-0.035434928,0.10034807,-0.45510966,0.9316334,0.20764984,0.12569,1.23689,0.01179
1,-1.67347,4.9596,1.4216,-1.2087405,-0.028348641,-0.26215807,1.2635067,0.001706831,0.26045123,1.2635067,0.029008614,-0.005361706,0.067144215,-0.48247156,0.9306188,0.19003338,0.09049,1.23732,0.03321
1,-1.67347,5.0303,1.26558,-1.2114464,-0.047069006,-0.26687986,1.2665029,0.002903892,0.26397598,1.2665029,0.047458474,0.02534748,0.032353815,-0.50000286,0.9231411,0.16808261,0.06346,1.2351,0.05398
1,-1.67347,5.10101,1.17946,-1.2154403,-0.066015005,-0.26848468,1.2678273,0.003479409,0.26500526,1.2678273,0.06540434,0.0561047,-0.003317675,-0.5072225,0.90942216,0.14298472,0.05789,1.23041,0.07372
1,-1.67347,5.17172,1.04094,-1.220679,-0.08496563,-0.26701298,1.2674818,0.003509837,0.26350313,1.2674818,0.08264531,0.08630524,-0.039132122,-0.504039,0.88982904,0.11588663,0.03549,1.22352,0.09224
1,-1.67347,5.24242,1.16461,-1.2271059,-0.10370329,-0.26256087,1.2654924,0.003074928,0.25948596,1.2654924,0.09901229,0.115360364,-0.07435599,-0.49075106,0.8648527,0.08784126,0.0937,1.21472,0.10927
1,-1.67347,5.31313,1.19263,-1.2346565,-0.122027166,-0.2552716,1.2619053,0.002253293,0.25301832,1.2619053,0.11437154,0.14273208,-0.10830575,-0.46800297,0.83506817,0.059759244,0.12106,1.20434,0.1247
1,-1.67347,5.38384,1.12397,-1.2432542,-0.13974103,-0.2453333,1.2567819,0.001118493,0.2442148,1.2567819,0.12861149,0.16792743,-0.1403402,-0.43674618,0.8011286,0.032409973,0.11704,1.19278,0.13843
1,-1.67347,5.45455,1.22202,-1.252816,-0.15666515,-0.23297034,1.2502025,-0.000259519,0.23322986,1.2502025,0.14164916,0.19052686,-0.16989759,-0.39817142,0.76372904,0.006399651,0.16353,1.18018,0.15053
1,-1.67347,5.52525,1.02817,-1.2632549,-0.17263433,-0.21843961,1.2422607,-0.001819595,0.2202592,1.2422607,0.15342432,0.21019165,-0.19650546,-0.35364926,0.72358674,-0.017826606,0.11783,1.16697,0.16097
1,-1.67347,5.59596,1.25706,-1.2744814,-0.18750991,-0.2020126,1.233055,-0.003507627,0.20552023,1.233055,0.16390382,0.22667822,-0.21980108,-0.30463088,0.6813993,-0.03998217,0.20214,1.15328,0.16989
1,-1.67347,5.66667,0.80415,-1.2864033,-0.20116533,-0.18398178,1.2226981,-0.005277855,0.18925963,1.2226981,0.17306766,0.23982495,-0.23951596,-0.2526189,0.6378585,-0.059905943,0.07316,1.1393,0.17733
1,-1.67347,5.73737,1.17476,-1.2989243,-0.21349564,-0.16464664,1.2113054,-0.007092038,0.17173868,1.2113054,0.18091358,0.24956203,-0.2554883,-0.1990859,0.59361523,-0.07755384,0.19881,1.12522,0.18342
1,-1.67347,5.80808,0.86279,-1.3119555,-0.22442384,-0.14429903,1.1989934,-0.008920916,0.15321995,1.1989934,0.18745658,0.25590703,-0.26766455,-0.14539775,0.54925203,-0.09298157,0.11104,1.11115,0.18824
1,-1.67347,5.87879,0.82904,-1.3254043,-0.23388596,-0.12323257,1.1858821,-0.010741615,0.1339742,1.1858821,0.19272064,0.25894997,-0.27607676,-0.09281584,0.50530916,-0.1063085,0.10856,1.09721,0.19191
1,-1.67347,5.94949,1.01653,-1.3391788,-0.2418404,-0.101729035,1.172093,-0.012537145,0.11426618,1.172093,0.1967404,0.25884935,-0.28084233,-0.04243884,0.46225834,-0.11770496,0.17374,1.08344,0.19454
1,-1.67347,6.0202,0.69695,-1.3531966,-0.24826677,-0.08004506,1.1577381,-0.014296938,0.09434199,1.1577381,0.19956121,0.25581908,-0.28215095,0.004835458,0.42048526,-0.1273761,0.08026,1.06989,0.19618
1,-1.67347,6.09091,0.73418,-1.3673737,-0.25316158,-0.05842631,1.1429315,-0.016014019,0.07444033,1.1429315,0.2012334,0.25011763,-0.2802488,0.04827837,0.3803236,-0.1355372,0.09674,1.05661,0.19696
1,-1.67347,6.16162,0.98129,-1.3816295,-0.2565361,-0.037092797,1.1277814,-0.017685208,0.054778006,1.1277814,0.20181356,0.242035,-0.27542624,0.08735863,0.34203345,-0.1424071,0.17761,1.04365,0.19699
1,-1.67347,6.23232,1.34262,-1.3958879,-0.25841838,-0.016242925,1.112392,-0.019310255,0.03555318,1.112392,0.20136492,0.23188418,-0.26800686,0.12172265,0.3058165,-0.14819461,0.29315,1.03099,0.19629
1,-1.67347,6.30303,1.17028,-1.4100817,-0.25884876,0.00395897,1.096854,-0.020891437,0.016932467,1.096854,0.19995093,0.21998318,-0.2583287,0.1512003,0.27179876,-0.15309605,0.24199,1.01863,0.19485
1,-1.67347,6.37374,1.19424,-1.4241437,-0.25787732,0.0233657,1.0812582,-0.022431014,-0.000934687,1.0812582,0.19764048,0.20665482,-0.2467401,0.17575476,0.24006927,-0.15728448,0.25118,1.00659,0.19286
1,-1.67347,6.44444,1.26396,-1.4380105,-0.25556588,0.04185556,1.0656888,-0.023933029,-0.01792253,1.0656888,0.19450206,0.192216,-0.23358908,0.19548148,0.21066879,-0.16091101,0.27394,0.99482,0.19028
1,-1.67347,6.51515,1.17521,-1.4516305,-0.2519815,0.059339195,1.0502151,-0.025401993,-0.0339372,1.0502151,0.1906041,0.17696208,-0.21920583,0.21058835,0.18358499,-0.16410506,0.24675,0.98333,0.18711
1,-1.67347,6.58586,1.00184,-1.4649493,-0.24719954,0.0757424,1.0349059,-0.026841285,-0.04890112,1.0349059,0.1860167,0.16117617,-0.20390987,0.22135815,0.15878385,-0.16697077,0.19267,0.97214,0.18344
1,-1.67347,6.65657,0.94151,-1.477922,-0.24129727,0.09101464,1.0198219,-0.028254882,-0.06275976,1.0198219,0.18080641,0.14511505,-0.18799561,0.2281365,0.13619964,-0.16959265,0.17316,0.96121,0.17928
1,-1.67347,6.72727,0.97825,-1.4905049,-0.23435701,0.105122864,1.0050174,-0.029645415,-0.07547745,1.0050174,0.17504123,0.12901247,-0.1717343,0.23131002,0.115746215,-0.17203563,0.18326,0.95053,0.17465
1,-1.67347,6.79798,0.92999,-1.5026633,-0.22645956,0.11805766,0.99053484,-0.03101583,-0.08704183,0.99053484,0.16878209,0.1130675,-0.15536164,0.23128918,0.09731334,-0.17434853,0.16639,0.9401,0.16953
1,-1.67347,6.86869,0.91686,-1.5143632,-0.21768893,0.12981871,0.9764157,-0.032367524,-0.09745118,0.9764157,0.16209099,0.09745833,-0.13909085,0.22849095,0.08078614,-0.17656536,0.15986,0.92993,0.16392
1,-1.67347,6.93939,0.71882,-1.5255761,-0.20812899,0.14041917,0.9626965,-0.033701554,-0.10671762,0.9626965,0.15502645,0.08233589,-0.12310602,0.22332844,0.06604132,-0.17870846,0.09531,0.92002,0.15784
1,-1.67347,7.0101,1.16436,-1.5362775,-0.19785891,0.14988793,0.9494023,-0.03501811,-0.114869826,0.9494023,0.14764102,0.06781879,-0.10755632,0.21619858,0.05294512,-0.1807917,0.23023,0.91033,0.15127
1,-1.67347,7.08081,0.82608,-1.5464486,-0.18695773,0.15825848,0.93655753,-0.036316875,-0.12194161,0.93655753,0.13998583,0.054005913,-0.092568815,0.2074756,0.04136833,-0.18282184,0.12094,0.90092,0.14421
1,-1.67347,7.15152,0.51782,-1.5560696,-0.17550275,0.16557308,0.92418253,-0.03759667,-0.1279764,0.92418253,0.1321082,0.040972546,-0.07824446,0.19750714,0.031180814,-0.18479905,0.0204,0.89177,0.13663
1,-1.67347,7.22222,0.89147,-1.5651255,-0.16356817,0.1718792,0.9122926,-0.038855493,-0.13302371,0.9122926,0.12405297,0.028773777,-0.064661324,0.18660945,0.022256074,-0.18672113,0.13121,0.88286,0.12854
1,-1.67347,7.29293,1.05204,-1.5736086,-0.15122002,0.17723082,0.900896,-0.04009178,-0.13713904,0.900896,0.115857534,0.017441629,-0.05187134,0.17506132,0.0144692,-0.18858328,0.1752,0.87422,0.11993
1,-1.67347,7.36364,0.71133,-1.5815084,-0.13852546,0.18168196,0.8900012,-0.041303046,-0.14037892,0.8900012,0.10755959,0.006997064,-0.03991355,0.16311197,0.007704226,-0.19037916,0.06273,0.86594,0.11078
1,-1.67347,7.43434,0.73697,-1.5888174,-0.1255481,0.18528907,0.87961406,-0.04248596,-0.1428031,0.87961406,0.099193305,-0.002553364,-0.028810037,0.15097755,0.00185163,-0.19210134,0.06349,0.85792,0.10109
1,-1.67347,7.50505,0.746,-1.595534,-0.11234178,0.18811089,0.8697339,-0.043638,-0.1444729,0.8697339,0.090786956,-0.011219174,-0.018563963,0.13883662,-0.003194195,-0.19374388,0.05845,0.85028,0.09086
1,-1.67347,7.57576,0.98319,-1.6016557,-0.09896274,0.19020425,0.8603618,-0.04475555,-0.1454487,0.8603618,0.08236811,-0.01901493,-0.009172256,0.12684396,-0.007528223,-0.19529982,0.12373,0.84298,0.08015
1,-1.67347,7.64646,0.65875,-1.6071824,-0.08546101,0.19162536,0.8514959,-0.045835342,-0.14579001,0.8514959,0.07396255,-0.025964621,-0.000620421,0.11512463,-0.011238818,-0.196764,0.01387,0.83602,0.06897
1,-1.67347,7.71717,0.4858,-1.6121154,-0.071879536,0.19243011,0.8431299,-0.04687447,-0.14555565,0.8431299,0.06558925,-0.032100435,0.007116347,0.10377559,-0.014408224,-0.1981316,-0.0494,0.82942,0.05741
1,-1.67347,7.78788,0.94558,-1.6164588,-0.05826106,0.19267143,0.8352589,-0.04786933,-0.14480211,0.8352589,0.057268973,-0.037456628,0.014065988,0.09287507,-0.017110296,-0.19939964,0.08335,0.82331,0.04535
1,-1.67347,7.85859,0.84808,-1.620216,-0.04464396,0.1924004,0.8278754,-0.04881651,-0.1435839,0.8278754,0.049018595,-0.04207222,0.020262582,0.08248015,-0.019411966,-0.20056535,0.04221,0.81785,0.03282
1,-1.67347,7.92929,0.67521,-1.6233926,-0.031064643,0.19166629,0.820973,-0.049712542,-0.14195375,0.820973,0.040854573,-0.04598763,0.025742477,0.07263273,-0.021373915,-0.2016276,-0.02314,0.81311,0.01972
1,-1.59184,1.07071,1.31674,-1.1173661,-0.026843421,-0.18855117,1.3789431,0.36248925,-0.17393808,1.3789431,0.033063017,0.045830257,-0.04997601,0.19940482,1.5768865,3.6737778,0.0753,1.18993,0.03588
1,-1.59184,1.14141,0.99811,-1.1201282,-0.03995695,-0.18220662,1.3741784,0.35917184,-0.17696522,1.3741784,0.04498495,0.023645196,-0.035556793,0.207709,1.5471579,3.6309228,-0.01094,1.18539,0.04727
1,-1.59184,1.21212,1.12176,-1.1237124,-0.05258059,-0.1746473,1.3679193,0.35360345,-0.17895615,1.3679193,0.05629522,0.001513965,-0.02071525,0.21128452,1.5148565,3.5680742,0.04032,1.17983,0.05837
1,-1.59184,1.28283,1.00786,-1.1280737,-0.06462772,-0.16590932,1.3602296,0.34580198,-0.17989266,1.3602296,0.066933386,-0.020213414,-0.005787218,0.21017966,1.4804633,3.4863384,0.01771,1.17322,0.06911
1,-1.59184,1.35354,0.85151,-1.1331615,-0.07601658,-0.15602988,1.3511804,0.3358101,-0.17978022,1.3511804,0.07684172,-0.041216608,0.008903065,0.20461096,1.44442,3.3870106,-0.01835,1.16553,0.07926
1,-1.59184,1.42424,0.85337,-1.1389213,-0.086665966,-0.14504866,1.3408545,0.32369533,-0.17864667,1.3408545,0.08596306,-0.06120577,0.023050072,0.19494545,1.4071295,3.271551,-0.00559,1.15689,0.08875
1,-1.59184,1.49495,1.13822,-1.1452978,-0.09650262,-0.13300359,1.3293369,0.30954355,-0.17653996,1.3293369,0.0942461,-0.07993925,0.03638513,0.18167163,1.3689289,3.1414838,0.0946,1.14729,0.09742
1,-1.59184,1.56566,1.00031,-1.152229,-0.10545127,-0.11994115,1.3167253,0.29346713,-0.17352599,1.3167253,0.10163841,-0.097209275,0.04867114,0.16538002,1.3301185,2.998455,0.06291,1.13686,0.10535
1,-1.59184,1.63636,1.2414,-1.1596482,-0.11344088,-0.10591293,1.3031231,0.27559945,-0.16968653,1.3031231,0.10808924,-0.112855144,0.05971593,0.14673096,1.2909415,2.8441498,0.1482,1.12562,0.11222
1,-1.59184,1.70707,0.85888,-1.1674904,-0.1204068,-0.090971865,1.2886358,0.2560859,-0.16511405,1.2886358,0.113553934,-0.12677015,0.06938067,0.12641467,1.2515686,2.6801965,0.03882,1.11371,0.11803
1,-1.59184,1.77778,1.24743,-1.175683,-0.12628633,-0.07518518,1.2733793,0.23509501,-0.15990983,1.2733793,0.117987245,-0.13888715,0.07757084,0.10513687,1.2121358,2.5082664,0.16798,1.10125,0.12254
1,-1.59184,1.84848,1.15465,-1.1841496,-0.131021,-0.058631,1.2574755,0.21281151,-0.15418051,1.2574755,0.12134721,-0.1491849,0.0842419,0.08358591,1.1727281,2.329989,0.14658,1.08829,0.12595
1,-1.59184,1.91919,1.1459,-1.1928163,-0.13456088,-0.041391704,1.2410437,0.18942414,-0.14803244,1.2410437,0.12359685,-0.15768868,0.08939928,0.06240056,1.1333706,2.146859,0.15008,1.07501,0.12805
1,-1.59184,1.9899,1.09655,-1.2016019,-0.13686074,-0.023569897,1.2242147,0.16514227,-0.14157237,1.2242147,0.12470045,-0.1644577,0.09308914,0.04217206,1.0940672,1.9603735,0.13969,1.06156,0.12881
1,-1.59184,2.06061,1.28487,-1.2104235,-0.13788301,-0.005279496,1.2071211,0.14018017,-0.13490067,1.2071211,0.124627545,-0.16958773,0.09539816,0.023421666,1.0547892,1.7719287,0.20181,1.04807,0.12821
1,-1.59184,2.13131,1.27157,-1.2191964,-0.13759938,0.013348106,1.1899006,0.114763774,-0.12811188,1.1899006,0.12335172,-0.1732033,0.096446894,0.006601119,1.0154923,1.5828685,0.19991,1.03468,0.12628
1,-1.59184,2.20202,0.75639,-1.2278378,-0.13599072,0.032175634,1.1726869,0.089112505,-0.121288136,1.1726869,0.12085152,-0.1754562,0.09638591,-0.007914086,0.97610646,1.3943843,0.0406,1.02151,0.123
1,-1.59184,2.27273,1.05172,-1.2362581,-0.1330481,0.05104364,1.1556232,0.06345944,-0.114503086,1.1556232,0.117111646,-0.17651689,0.09538944,-0.01980596,0.9365809,1.2076837,0.13182,1.00868,0.11844
1,-1.59184,2.34343,0.60306,-1.2443693,-0.12877606,0.069778144,1.1388545,0.038038332,-0.10781647,1.1388545,0.112124875,-0.1765733,0.09365312,-0.028815791,0.8968783,1.0239251,-0.00964,0.99634,0.1126
1,-1.59184,2.41414,1.17066,-1.2520847,-0.123188205,0.08820184,1.122521,0.013070334,-0.10127218,1.122521,0.10588914,-0.17582557,0.09138757,-0.034734637,0.8569709,0.84415036,0.16336,0.9846,0.10553
1,-1.59184,2.48485,1.0495,-1.259315,-0.11631442,0.1061169,1.1067675,-0.011217183,-0.094899714,1.1067675,0.09841455,-0.17448254,0.08881789,-0.03739255,0.81688505,0.66946095,0.12088,0.97355,0.09728
1,-1.59184,2.55556,1.41127,-1.2659734,-0.108197734,0.123319104,1.0917383,-0.034605872,-0.08871323,1.0917383,0.08972073,-0.17275856,0.08617944,-0.036657695,0.7766907,0.50092626,0.22717,0.96331,0.08794
1,-1.59184,2.62626,0.8252,-1.2719748,-0.09889786,0.13959356,1.0775776,-0.056884706,-0.08270885,1.0775776,0.07984174,-0.1708706,0.083716296,-0.032437854,0.73652476,0.3396458,0.0375,0.95397,0.07753
1,-1.59184,2.69697,0.71776,-1.2772375,-0.08848476,0.15472712,1.0644194,-0.07786241,-0.076864704,1.0644194,0.068821,-0.16903254,0.08167575,-0.024683112,0.69657385,0.18666312,-0.00465,0.94572,0.0662
1,-1.59184,2.76768,1.06747,-1.2816821,-0.077048555,0.1684961,1.0524005,-0.09735333,-0.07114277,1.0524005,0.056721922,-0.16745552,0.080308825,-0.013400609,0.6571167,0.04310511,0.09394,0.93844,0.05383
